Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,Paulaner,100 IBU,5925.000000,6.8°Blg,Tahoma,Carapils,Belgian Strong Ale
15.3°Blg,Special roast,Westmalle Trappist Tripel,1318 - London Ale III,2.9%,Kirin,Sorachi Ace,19 IBU,4551.000000,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58
Bitter Gold,Dark Lager,2042 - Danish Lager,6685.000000,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,elgian Strong Ale,1056 - American Ale,6.8%,6.8°Blg,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,Tahoma,100 IBU,5925.000000
08.5%,6.1°Blg,Rolling Rock,40 IBU
Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,19 IBU,2.9%,4551.000000,Westmalle Trappist Tripel,Light Lager
8.5%,Rolling Rock,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,Bitter Gold,40 IBU,6685.000000
6.8%,100 IBU,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8°Blg,Paulaner,Tahoma,5925.000000,Belgian Strong Ale,1056 - American Ale
434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Kirin,Sorachi Ace,19 IBU,Special roast,Westmalle Trappist Tripel,15.3°Blg,4551.000000,Light Lager,1318 - London Ale III
6685.000000,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,Rolling Rock,40 IBU,2042 - Danish Lager,6.1°Blg,Bitter Gold,Caramel
6.8%,Tahoma,100 IBU,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg,Paulaner,Carapils,Alpha King Pale Ale,Belgian Strong Ale
Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,15.3°Blg,Kirin,Sorachi Ace,Special roast,Westmalle Trappist Tripel,19 IBU,4551.000000,1318 - London Ale III
6685.000000,Dark Lager,2042 - Danish Lager,40 IBU,6.1°Blg,Rolling Rock,Bitter Gold,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%
6.8%,100 IBU,Alpha King Pale Ale,1056 - American Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8°Blg,Paulaner,Tahoma,5925.000000,Carapils,Belgian Strong Ale
1318 - London Ale III,2.9%,15.3°Blg,Kirin,Sorachi Ace,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,19 IBU,4551.000000,Special roast
40 IBU,Dark Lager,Bitter Gold,6685.000000,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6.1°Blg,Rolling Rock,2042 - Danish Lager
Paulaner,Tahoma,100 IBU,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,1056 - American Ale,5925.000000,Alpha King Pale Ale
2.9%,Kirin,19 IBU,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,15.3°Blg,Sorachi Ace,4551.000000,Light Lager,1318 - London Ale III
Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,40 IBU,Caramel,Dark Lager,Rolling Rock,Bitter Gold,6685.000000
Tahoma,100 IBU,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,6.8°Blg,5925.000000,Alpha King Pale Ale,1056 - American Ale,6.8%
Kirin,Sorachi Ace,4551.000000,Light Lager,15.3°Blg,19 IBU,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%
40 IBU,8.5%,6.1°Blg,Rolling Rock,Bitter Gold,6685.000000,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
1056 - American Ale,6.8°Blg,Paulaner,5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,Tahoma,100 IBU
4551.000000,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,Sorachi Ace,19 IBU,2.9%,15.3°Blg,1318 - London Ale III
6.1°Blg,Rolling Rock,40 IBU,6685.000000,Dark Lager,8.5%,Bitter Gold,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
Paulaner,Tahoma,5925.000000,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,100 IBU,Alpha King Pale Ale,1056 - American Ale
15.3°Blg,Kirin,Sorachi Ace,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%
Kirin Inchiban,Dark Lager,2042 - Danish Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,6685.000000,Caramel
6.8%,6.8°Blg,Tahoma,Carapils,Belgian Strong Ale,1056 - American Ale,Paulaner,100 IBU,5925.000000,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
19 IBU,4551.000000,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,Sorachi Ace,15.3°Blg,Kirin,Westmalle Trappist Tripel,Light Lager,2.9%
6685.000000,Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Bitter Gold,40 IBU,Rolling Rock,Kirin Inchiban,8.5%,6.1°Blg
Tahoma,5925.000000,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,6.8°Blg,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,6.8%
Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,15.3°Blg,Kirin,Special roast,4551.000000,1318 - London Ale III,2.9%,Sorachi Ace,19 IBU
6.1°Blg,Bitter Gold,6685.000000,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,Rolling Rock,40 IBU,Kirin Inchiban,Dark Lager
6.8%,Tahoma,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,6.8°Blg,Paulaner,100 IBU
19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,Kirin,Sorachi Ace,Light Lager
Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,Rolling Rock,40 IBU,6685.000000,Kirin Inchiban,6.1°Blg,Bitter Gold,Caramel
6.8%,6.8°Blg,100 IBU,Carapils,Belgian Strong Ale,1056 - American Ale,Paulaner,Tahoma,5925.000000,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
15.3°Blg,19 IBU,434e1596-f627-4f4f-926c-5993fea25d58,Westmalle Trappist Tripel,Light Lager,1318 - London Ale III,2.9%,Kirin,Sorachi Ace,4551.000000,Special roast
8.5%,Bitter Gold,40 IBU,6685.000000,Kirin Inchiban,2042 - Danish Lager,6.1°Blg,Rolling Rock,Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732
Carapils,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Tahoma,100 IBU,5925.000000,1056 - American Ale,6.8%,6.8°Blg,Paulaner
19 IBU,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,15.3°Blg,Kirin,Sorachi Ace,4551.000000,Special roast,1318 - London Ale III
Rolling Rock,Bitter Gold,40 IBU,6685.000000,2042 - Danish Lager,8.5%,6.1°Blg,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,Caramel,Kirin Inchiban
1056 - American Ale,6.8°Blg,Tahoma,Alpha King Pale Ale,5925.000000,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,Paulaner,100 IBU
15.3°Blg,Westmalle Trappist Tripel,1318 - London Ale III,Special roast,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Kirin,Sorachi Ace,19 IBU,4551.000000
8.5%,Rolling Rock,6685.000000,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,Bitter Gold,40 IBU,Dark Lager
6.8%,6.8°Blg,Tahoma,Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,Paulaner,100 IBU,5925.000000,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
4551.000000,1318 - London Ale III,19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager,2.9%,15.3°Blg,Kirin,Sorachi Ace,434e1596-f627-4f4f-926c-5993fea25d58
40 IBU,6685.000000,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,Bitter Gold,Caramel,Dark Lager
6.8%,Paulaner,100 IBU,5925.000000,Belgian Strong Ale,1056 - American Ale,6.8°Blg,Tahoma,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
19 IBU,4551.000000,Special roast,1318 - London Ale III,2.9%,Kirin,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,15.3°Blg,Sorachi Ace
6685.000000,Caramel,Kirin Inchiban,Dark Lager,2042 - Danish Lager,8.5%,6.1°Blg,Bitter Gold,Rolling Rock,40 IBU,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8%,Tahoma,100 IBU,5925.000000,Carapils,Alpha King Pale Ale,6.8°Blg,Paulaner,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
Light Lager,15.3°Blg,Kirin,19 IBU,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Sorachi Ace,6.1°Blg4551.000000,Special roaster Gold,40 I
Bitter Gold,40 IBU,6685.000000,2042 - Danish Lager,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8°Blg,Tahoma,100 IBU,5925.000000,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,Alpha King Pale Ale,Belgian Strong Ale,Paulaner
2.9%,Kirin,Sorachi Ace,19 IBU,4551.000000,Westmalle Trappist Tripel,Light Lager,15.3°Blg,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III
Bitter Gold,3c701fa7-00e4-4240-ae07-378d79f5b732,6685.000000,Caramel,Kirin Inchiban,Dark Lager,8.5%,6.1°Blg,Rolling Rock,40 IBU,2042 - Danish Lager
100 IBU,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,6.8%,6.8°Blg
1318 - London Ale III,2.9%,15.3°Blg,19 IBU,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,Light Lager
8.5%,40 IBU,6685.000000,2042 - Danish Lager,6.1°Blg,Rolling Rock,Bitter Gold,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8°Blg,100 IBU,Carapils,Belgian Strong Ale,1056 - American Ale,6.8%,Tahoma,5925.000000,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner
Kirin,19 IBU,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,Special roast,Westmalle Trappist Tripel,Light Lager,Sorachi Ace,4551.000000
2042 - Danish Lager,8.5%,Rolling Rock,Bitter Gold,6685.000000,Caramel,Kirin Inchiban,Dark Lager,6.1°Blg,40 IBU,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8%,Paulaner,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg,Tahoma,100 IBU,5925.000000,Carapils
15.3°Blg,Kirin,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Sorachi Ace,19 IBU,4551.000000,1318 - London Ale III
Rolling Rock,Bitter Gold,40 IBU,Dark Lager,2042 - Danish Lager,8.5%,6.1°Blg,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,6685.000000,Caramel
6.8%,6.8°Blg,Paulaner,5925.000000,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Tahoma,100 IBU,Carapils,Alpha King Pale Ale,1056 - American Ale
Sorachi Ace,4551.000000,Special roast,Light Lager,1318 - London Ale III,15.3°Blg,Kirin,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,19 IBU
Dark Lager,2042 - Danish Lager,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,6685.000000,Kirin Inchiban,8.5%,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732
Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Paulaner,5925.000000,Alpha King Pale Ale,Tahoma,100 IBU,Carapils
2.9%,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,15.3°Blg,Kirin,19 IBU,Special roast,1318 - London Ale III
2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,40 IBU,Kirin Inchiban,Dark Lager,Bitter Gold,6685.000000,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732
1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma,5925.000000,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,100 IBU,Alpha King Pale Ale,Belgian Strong Ale
Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Kirin,19 IBU,Special roast,Light Lager,2.9%,Sorachi Ace,4551.000000
3c701fa7-00e4-4240-ae07-378d79f5b732,Rolling Rock,Bitter Gold,6685.000000,Caramel,Dark Lager,8.5%,6.1°Blg,40 IBU,Kirin Inchiban,2042 - Danish Lager
100 IBU,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,1056 - American Ale,6.8%,6.8°Blg
15.3°Blg,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Sorachi Ace,Light Lager,Kirin
Rolling Rock,40 IBU,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Kirin Inchiban,8.5%,6.1°Blg,Bitter Gold,6685.000000,Caramel
Carapils,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma,5925.000000,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
4551.000000,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,15.3°Blg,Sorachi Ace,19 IBU,1318 - London Ale III,Kirin,Light Lager
6.8°Blg,Paulaner,5925.000000,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale056 - American Ale,6.8%,Alpha King Pale Ale,Belgian Strong Ale,Paulaner
2.9%,Kirin,Sorachi Ace,19 IBU,4551.000000,Westmalle Trappist Tripel,Light Lager,15.3°Blg,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III
Bitter Gold,3c701fa7-00e4-4240-ae07-378d79f5b732,6685.000000,Caramel,Kirin Inchiban,Dark Lager,8.5%,6.1°Blg,Rolling Rock,40 IBU,2042 - Danish Lager
100 IBU,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,6.8%,6.8°Blg
1318 - London Ale III,2.9%,15.3°Blg,19 IBU,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,Light Lager
8.5%,40 IBU,6685.000000,2042 - Danish Lager,6.1°Blg,Rolling Rock,Bitter Gold,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8°Blg,100 IBU,Carapils,Belgian Strong Ale,1056 - American Ale,6.8%,Tahoma,5925.000000,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner
Kirin,19 IBU,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,Special roast,Westmalle Trappist Tripel,Light Lager,Sorachi Ace,4551.000000
2042 - Danish Lager,8.5%,Rolling Rock,Bitter Gold,6685.000000,Caramel,Kirin Inchiban,Dark Lager,6.1°Blg,40 IBU,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8%,Paulaner,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg,Tahoma,100 IBU,5925.000000,Carapils
15.3°Blg,Kirin,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Sorachi Ace,19 IBU,4551.000000,1318 - London Ale III
Rolling Rock,Bitter Gold,40 IBU,Dark Lager,2042 - Danish Lager,8.5%,6.1°Blg,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,6685.000000,Caramel
6.8%,6.8°Blg,Paulaner,5925.000000,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Tahoma,100 IBU,Carapils,Alpha King Pale Ale,1056 - American Ale
Sorachi Ace,4551.000000,Special roast,Light Lager,1318 - London Ale III,15.3°Blg,Kirin,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,19 IBU
Dark Lager,2042 - Danish Lager,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,6685.000000,Kirin Inchiban,8.5%,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732
Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Paulaner,5925.000000,Alpha King Pale Ale,Tahoma,100 IBU,Carapils
2.9%,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,15.3°Blg,Kirin,19 IBU,Special roast,1318 - London Ale III
2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,40 IBU,Kirin Inchiban,Dark Lager,Bitter Gold,6685.000000,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732
1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma,5925.000000,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,100 IBU,Alpha King Pale Ale,Belgian Strong Ale
Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Kirin,19 IBU,Special roast,Light Lager,2.9%,Sorachi Ace,4551.000000
3c701fa7-00e4-4240-ae07-378d79f5b732,Rolling Rock,Bitter Gold,6685.000000,Caramel,Dark Lager,8.5%,6.1°Blg,40 IBU,Kirin Inchiban,2042 - Danish Lager
100 IBU,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,1056 - American Ale,6.8%,6.8°Blg
15.3°Blg,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Sorachi Ace,Light Lager,Kirin
Rolling Rock,40 IBU,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Kirin Inchiban,8.5%,6.1°Blg,Bitter Gold,6685.000000,Caramel
Carapils,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma,5925.000000,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
4551.000000,Special roast,We8.5%,6.1°Blg,6685.000000,Kirin Inchiban,Rolling Rock,Bitter Gold,40 IBU,Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
Light Lager,2.9%,15.3°Blg,Sorachi Ace,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,1318 - London Ale III
8.5%,6.1°Blg,Dark Lager,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Rolling Rock,Bitter Gold,40 IBU,6685.000000
100 IBU,5925.000000,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma,Alpha King Pale Ale
Westmalle Trappist Tripel,1318 - London Ale III,Special roast,15.3°Blg,Kirin,Sorachi Ace,19 IBU,4551.000000,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%
Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Bitter Gold,6685.000000,Rolling Rock,40 IBU,Caramel,8.5%,6.1°Blg
5925.000000,Alpha King Pale Ale,6.8%,6.8°Blg,Tahoma,100 IBU,1056 - American Ale,Paulaner,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
Special roast,Westmalle Trappist Tripel,Light Lager,2.9%,15.3°Blg,Kirin,Sorachi Ace,19 IBU,4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III
8.5%,6.1°Blg,40 IBU,6685.000000,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Rolling Rock,Bitter Gold
Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8°Blg,Paulaner,Tahoma,Carapils,Alpha King Pale Ale,6.8%,100 IBU,5925.000000,1056 - American Ale
19 IBU,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Kirin,Sorachi Ace,Light Lager,1318 - London Ale III,15.3°Blg,4551.000000,Special roast
Kirin Inchiban,Dark Lager,2042 - Danish Lager,6.1°Blg,Bitter Gold,40 IBU,6685.000000,8.5%,Rolling Rock,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732
6.8%,6.8°Blg,Paulaner,100 IBU,1056 - American Ale,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
15.3°Blg,Kirin,19 IBU,4551.000000,Special roast,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Sorachi Ace,Westmalle Trappist Tripel
6.1°Blg,Rolling Rock,40 IBU,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,Bitter Gold,6685.000000,Dark Lager,2042 - Danish Lager
6.8%,100 IBU,5925.000000,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8°Blg,Paulaner,Tahoma,Carapils,1056 - American Ale
15.3°Blg,Kirin,Special roast,Westmalle Trappist Tripel,Light Lager,1318 - London Ale III,2.9%,Sorachi Ace,19 IBU,4551.000000,434e1596-f627-4f4f-926c-5993fea25d58
6685.000000,Caramel,Kirin Inchiban,8.5%,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
6.8%,6.8°Blg,100 IBU,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,Paulaner,Tahoma,5925.000000,Carapils
Sorachi Ace,19 IBU,4551.000000,1318 - London Ale III,2.9%,15.3°Blg,Kirin,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58
8.5%,6.1°Blg,Caramel,Kirin Inchiban,Rolling Rock,Bitter Gold,40 IBU,6685.000000,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
100 IBU,Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,6.8%,6.8°Blg,Tahoma,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,5925.000000,Carapils
2.9%,19 IBU,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,4551.000000,Special roast
6685.000000,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,Dark Lager
Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,6.8%,6.8°Blg,Tahoma,100 IBU,Carapils,Paulaner,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
4551.000000,Special roast,2.9%,Kirin,Sorachi Ace,19 IBU,1318 - London Ale III,15.3°Blg,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58
Rolling Rock,Caramel,Kirin Inchiban,2042 - Danish Lager,8.5%,6.1°Blg,Bitter Gold,40 IBU,6685.000000,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732
1056 - American Ale,6.8%,6.8°Blg,Paulaner,100 IBU,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Tahoma,5925.000000,Carapils,Alpha King Pale Ale
Sorachi Ace,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,Kirin,19 IBU,4551.000000,Light Lager
6.1°Blg,40 IBU,6685.000000,Caramel,Kirin Inchiban,Dark Lager,8.5%,Rolling Rock,Bitter Gold,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
6.8%,6.8°Blg,Tahoma,100 IBU,5925.000000,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,Carapils,Belgian Strong Ale
2.9%,15.3°Blg,Kirin,Sorachi Ace,Special roast,Light Lager,1318 - London Ale III,19 IBU,4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58
2042 - Danish Lager,8.5%,Caramel,Kirin Inchiban,40 IBU,6685.000000,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,6.1°Blg,Rolling Rock,Bitter Gold
